source,target
C. Ruppersberger,Josh Gottheimer
C. Ruppersberger,Richard Durbin
C. Ruppersberger,Bradley Schneider
C. Ruppersberger,Robin Kelly
C. Ruppersberger,Raja Krishnamoorthi
C. Ruppersberger,Tom O’Halleran
C. Ruppersberger,Marco Rubio
C. Ruppersberger,David Cicilline
C. Ruppersberger,Robert Pittenger
C. Ruppersberger,George Holding
C. Ruppersberger,Tom Graves
C. Ruppersberger,Austin Scott
C. Ruppersberger,Paul Ryan
C. Ruppersberger,Doug Collins
C. Ruppersberger,Vern Buchanan
C. Ruppersberger,Mark Meadows
C. Ruppersberger,Dennis Ross
C. Ruppersberger,K. Conaway
C. Ruppersberger,Lamar Smith
C. Ruppersberger,Bill Flores
C. Ruppersberger,Daniel Webster
C. Ruppersberger,Ron DeSantis
C. Ruppersberger,Roger Williams
C. Ruppersberger,Randy Weber
C. Ruppersberger,Ro Khanna
C. Ruppersberger,Ted Yoho
C. Ruppersberger,Chris Stewart
C. Ruppersberger,Brad Wenstrup
C. Ruppersberger,Steve Chabot
C. Ruppersberger,Michael Turner
C. Ruppersberger,David Young
C. Ruppersberger,Rod Blum
C. Ruppersberger,Alex Mooney
C. Ruppersberger,Evan Jenkins
C. Ruppersberger,David Joyce
C. Ruppersberger,Bruce Poliquin
C. Ruppersberger,Garret Graves
C. Ruppersberger,Steve Stivers
C. Ruppersberger,Ralph Abraham
C. Ruppersberger,James Renacci
C. Ruppersberger,Dan Newhouse
C. Ruppersberger,Bob Gibbs
C. Ruppersberger,John Moolenaar
C. Ruppersberger,Bill Johnson
C. Ruppersberger,Dave Trott
C. Ruppersberger,Robert Latta
C. Ruppersberger,Mike Bishop
C. Ruppersberger,Jim Jordan
C. Ruppersberger,Ken Buck
C. Ruppersberger,Raúl Labrador
C. Ruppersberger,Doug Lamborn
C. Ruppersberger,Paul Gosar
C. Ruppersberger,Scott Tipton
C. Ruppersberger,Stevan Pearce
C. Ruppersberger,Mike Coffman
C. Ruppersberger,Ben Luján
C. Ruppersberger,Michelle Lujan Grisham
C. Ruppersberger,Erik Paulsen
C. Ruppersberger,Betty McCollum
C. Ruppersberger,Kathleen Rice
C. Ruppersberger,Jerrold Nadler
C. Ruppersberger,Yvette Clarke
C. Ruppersberger,Maria Cantwell
C. Ruppersberger,Gregory Meeks
C. Ruppersberger,Patty Murray
C. Ruppersberger,Grace Meng
C. Ruppersberger,Pramila Jayapal
C. Ruppersberger,Joseph Crowley
C. Ruppersberger,Nita Lowey
C. Ruppersberger,Eliot Engel
C. Ruppersberger,Marc Veasey
C. Ruppersberger,José Serrano
C. Ruppersberger,Richard Neal
C. Ruppersberger,Peter Visclosky
C. Ruppersberger,Donald Payne
C. Ruppersberger,Rick Larsen
C. Ruppersberger,Stephen Lynch
C. Ruppersberger,Ron Kind
C. Ruppersberger,Michael Simpson
C. Ruppersberger,Matthew Cartwright
C. Ruppersberger,Andy Harris
C. Ruppersberger,Trey Gowdy
C. Ruppersberger,Darrell Issa
C. Ruppersberger,Michael McCaul
C. Ruppersberger,David Schweikert
C. Ruppersberger,Tony Cárdenas
C. Ruppersberger,Raul Ruiz
C. Ruppersberger,Kyrsten Sinema
C. Ruppersberger,Scott Peters
C. Ruppersberger,Ruben Gallego
C. Ruppersberger,Susan Davis
C. Ruppersberger,Raúl Grijalva
C. Ruppersberger,Theodore Deutch
C. Ruppersberger,Juan Vargas
C. Ruppersberger,Frederica Wilson
C. Ruppersberger,Julia Brownley
C. Ruppersberger,Henry Johnson
C. Ruppersberger,Jared Huffman
C. Ruppersberger,Alan Lowenthal
C. Ruppersberger,David Scott
C. Ruppersberger,Lucille Roybal-Allard
C. Ruppersberger,Sanford Bishop
C. Ruppersberger,Peter Roskam
C. Ruppersberger,Mike Quigley
C. Ruppersberger,Bill Foster
C. Ruppersberger,Daniel Lipinski
C. Ruppersberger,Bobby Rush
C. Ruppersberger,Elizabeth Warren
C. Ruppersberger,Henry Cuellar
C. Ruppersberger,Timothy Kaine
C. Ruppersberger,Mark Warner
C. Ruppersberger,Gerald Connolly
C. Ruppersberger,Robert Scott
C. Ruppersberger,Cedric Richmond
C. Ruppersberger,Emanuel Cleaver
C. Ruppersberger,Al Green
C. Ruppersberger,Eddie Johnson
C. Ruppersberger,Sheila Jackson Lee
C. Ruppersberger,Barbara Lee
C. Ruppersberger,Karen Bass
C. Ruppersberger,Judy Chu
C. Ruppersberger,Brad Sherman
C. Ruppersberger,Grace Napolitano
C. Ruppersberger,Zoe Lofgren
C. Ruppersberger,Anna Eshoo
C. Ruppersberger,Jim Costa
C. Ruppersberger,Ami Bera
C. Ruppersberger,Jerry McNerney
C. Ruppersberger,Doris Matsui
C. Ruppersberger,Joe Courtney
C. Ruppersberger,Adriano Espaillat
C. Ruppersberger,Rodney Frelinghuysen
C. Ruppersberger,Lloyd Doggett
C. Ruppersberger,Walter Jones
C. Ruppersberger,Anthony Brown
C. Ruppersberger,Jamie Raskin
C. Ruppersberger,Devin Nunes
C. Ruppersberger,Sander Levin
C. Ruppersberger,Donald Beyer
C. Ruppersberger,Richard Hudson
C. Ruppersberger,Don Young
C. Ruppersberger,Gus Bilirakis
C. Ruppersberger,Cheri Bustos
C. Ruppersberger,Eleanor Norton
C. Ruppersberger,Seth Moulton
C. Ruppersberger,Rosa DeLauro
C. Ruppersberger,Kevin Brady
C. Ruppersberger,Nydia Velázquez
C. Ruppersberger,Bill Pascrell
C. Ruppersberger,Lois Frankel
C. Ruppersberger,Tulsi Gabbard
C. Ruppersberger,Dina Titus
C. Ruppersberger,Maxine Waters
C. Ruppersberger,Elijah Cummings
C. Ruppersberger,Terri Sewell
C. Ruppersberger,Randy Hultgren
C. Ruppersberger,John Carter
C. Ruppersberger,John Delaney
C. Ruppersberger,Diana DeGette
C. Ruppersberger,Jackie Speier
C. Ruppersberger,James Clyburn
C. Ruppersberger,Gene Green
C. Ruppersberger,Dianne Feinstein
C. Ruppersberger,John Larson
C. Ruppersberger,Adam Smith
C. Ruppersberger,Bennie Thompson
C. Ruppersberger,Peter King
C. Ruppersberger,Mac Thornberry
C. Ruppersberger,Janice Schakowsky
C. Ruppersberger,Mike Thompson
C. Ruppersberger,Luis Gutiérrez
C. Ruppersberger,Thomas Rooney
C. Ruppersberger,Louise Slaughter
C. Ruppersberger,Jeanne Shaheen
C. Ruppersberger,Frank LoBiondo
C. Ruppersberger,Linda Sánchez
C. Ruppersberger,Robert Brady
C. Ruppersberger,John Sarbanes
C. Ruppersberger,David Price
C. Ruppersberger,Adam Schiff
C. Ruppersberger,John Garamendi
C. Ruppersberger,James Langevin
C. Ruppersberger,Nancy Pelosi
C. Ruppersberger,Chris Van Hollen
C. Ruppersberger,Steny Hoyer
C. Ruppersberger,Benjamin Cardin
Bobby Rush,Joseph Kennedy
Bobby Rush,Elijah Cummings
Bobby Rush,John Lewis
Bobby Rush,Rodney Davis
Bobby Rush,Cheri Bustos
Bobby Rush,John Shimkus
Bobby Rush,Tammy Duckworth
Bobby Rush,Bill Foster
Bobby Rush,Peter Roskam
Bobby Rush,Danny Davis
Bobby Rush,Mike Quigley
Bobby Rush,Robin Kelly
Bobby Rush,Cedric Richmond
Bobby Rush,Daniel Lipinski
Bobby Rush,Carolyn Maloney
Bobby Rush,Frank Pallone
Bobby Rush,Hakeem Jeffries
Bobby Rush,Eleanor Norton
Bobby Rush,Yvette Clarke
Bobby Rush,Robert Scott
Bobby Rush,Sheila Jackson Lee
Bobby Rush,Al Green
Bobby Rush,Marcia Fudge
Bobby Rush,Maxine Waters
Bobby Rush,Karen Bass
Bobby Rush,Anna Eshoo
Bobby Rush,Barbara Lee
Bobby Rush,Frederica Wilson
Bobby Rush,Luis Gutiérrez
Bobby Rush,Keith Ellison
Bobby Rush,Janice Schakowsky
Bobby Rush,Richard Durbin
Bobby Rush,James Clyburn
Bobby Rush,Steny Hoyer
Bobby Rush,Nancy Pelosi
Paul Ryan,Blake Farenthold
Paul Ryan,Robert Wittman
Paul Ryan,Erik Paulsen
Paul Ryan,Todd Rokita
Paul Ryan,Jim Jordan
Paul Ryan,Peter King
Paul Ryan,Scott Perry
Paul Ryan,Mike Coffman
Paul Ryan,Joe Barton
Paul Ryan,Vern Buchanan
Paul Ryan,Louie Gohmert
Paul Ryan,Bill Shuster
Paul Ryan,Thomas Rooney
Paul Ryan,John Culberson
Paul Ryan,Bill Posey
Paul Ryan,Walter Jones
Paul Ryan,Dennis Ross
Paul Ryan,Don Young
Paul Ryan,Steve King
Paul Ryan,Tom McClintock
Paul Ryan,Michael Turner
Paul Ryan,Michael Simpson
Paul Ryan,Rob Bishop
Paul Ryan,H. Griffith
Paul Ryan,Steve Womack
Paul Ryan,Stevan Pearce
Paul Ryan,Lou Barletta
Paul Ryan,Jeff Duncan
Paul Ryan,Paul Gosar
Paul Ryan,Charles Dent
Paul Ryan,Frank Lucas
Paul Ryan,Raúl Labrador
Paul Ryan,Daniel Webster
Paul Ryan,David Young
Paul Ryan,Mark Amodei
Paul Ryan,Leonard Lance
Paul Ryan,F. Sensenbrenner
Paul Ryan,Andy Harris
Paul Ryan,Mark Meadows
Paul Ryan,Chris Collins
Paul Ryan,Ron DeSantis
Paul Ryan,George Holding
Paul Ryan,Doug LaMalfa
Paul Ryan,Ted Yoho
Paul Ryan,Paul Cook
Paul Ryan,Roger Williams
Paul Ryan,Jim Bridenstine
Paul Ryan,Christopher Smith
Paul Ryan,Duncan Hunter
Paul Ryan,John Moolenaar
Paul Ryan,Warren Davidson
Paul Ryan,John Faso
Paul Ryan,Jack Bergman
Paul Ryan,Garret Graves
Paul Ryan,Ryan Costello
Paul Ryan,Tom MacArthur
Paul Ryan,Thomas Garrett
Paul Ryan,Trey Hollingsworth
Paul Ryan,Mike Gallagher
Paul Ryan,Jim Banks
Paul Ryan,Ralph Norman
Paul Ryan,Kristi Noem
Paul Ryan,Austin Scott
Paul Ryan,A. Ferguson
Paul Ryan,Karen Handel
Paul Ryan,Ted Budd
Paul Ryan,Randy Weber
Paul Ryan,Tom Rice
Paul Ryan,Steve Russell
Paul Ryan,Jeff Denham
Paul Ryan,David Valadao
Paul Ryan,Rodney Frelinghuysen
Paul Ryan,Ron Estes
Paul Ryan,Paul Mitchell
Paul Ryan,Don Bacon
Paul Ryan,Brian Babin
Paul Ryan,Dave Trott
Paul Ryan,John Rutherford
Paul Ryan,Brian Mast
Paul Ryan,Neal Dunn
Paul Ryan,Jodey Arrington
Paul Ryan,Francis Rooney
Paul Ryan,Jason Lewis
Paul Ryan,Lloyd Smucker
Paul Ryan,Roger Marshall
Paul Ryan,Mike Johnson
Paul Ryan,David Schweikert
Paul Ryan,Jeff Fortenberry
Paul Ryan,Rod Blum
Paul Ryan,Joe Wilson
Paul Ryan,Mario Diaz-Balart
Paul Ryan,Rick Allen
Paul Ryan,Pete Olson
Paul Ryan,Ken Calvert
Paul Ryan,Sam Graves
Paul Ryan,Adrian Smith
Paul Ryan,Rob Woodall
Paul Ryan,Chris Stewart
Paul Ryan,Scott Tipton
Paul Ryan,Blaine Luetkemeyer
Paul Ryan,Ann Wagner
Paul Ryan,Lee Zeldin
Paul Ryan,Ron Johnson
Paul Ryan,Barry Loudermilk
Paul Ryan,French Hill
Paul Ryan,Darin LaHood
Paul Ryan,Jackie Walorski
Paul Ryan,Rodney Davis
Paul Ryan,Randy Hultgren
Paul Ryan,Gary Palmer
Paul Ryan,Gus Bilirakis
Paul Ryan,Jason Smith
Paul Ryan,David Rouzer
Paul Ryan,Bruce Westerman
Paul Ryan,Billy Long
Paul Ryan,Brad Wenstrup
Paul Ryan,John Carter
Paul Ryan,Ralph Abraham
Paul Ryan,Ted Poe
Paul Ryan,Buddy Carter
Paul Ryan,Mimi Walters
Paul Ryan,David Reichert
Paul Ryan,John Katko
Paul Ryan,Frank LoBiondo
Paul Ryan,Virginia Foxx
Paul Ryan,Kay Granger
Paul Ryan,Martha McSally
Paul Ryan,Markwayne Mullin
Paul Ryan,Kevin Brady
Paul Ryan,Bruce Poliquin
Paul Ryan,Bob Goodlatte
Paul Ryan,Bill Flores
Paul Ryan,Patrick Meehan
Paul Ryan,Tom Marino
Paul Ryan,Jody Hice
Paul Ryan,Greg Walden
Paul Ryan,Steve Chabot
Paul Ryan,Sean Duffy
Paul Ryan,Jaime Herrera Beutler
Paul Ryan,Kevin Cramer
Paul Ryan,Elise Stefanik
Paul Ryan,Vicky Hartzler
Paul Ryan,Brett Guthrie
Paul Ryan,Pete Sessions
Paul Ryan,Charles Fleischmann
Paul Ryan,Lamar Smith
Paul Ryan,Diane Black
Paul Ryan,Doug Lamborn
Paul Ryan,Glenn Thompson
Paul Ryan,Kenny Marchant
Paul Ryan,Bill Huizenga
Paul Ryan,Luke Messer
Paul Ryan,Mark Walker
Paul Ryan,Marshall Sanford
Paul Ryan,Tim Walberg
Paul Ryan,Marsha Blackburn
Paul Ryan,David Joyce
Paul Ryan,Susan Brooks
Paul Ryan,Fred Upton
Paul Ryan,Tom Graves
Paul Ryan,Richard Hudson
Paul Ryan,Mike Rogers
Paul Ryan,Robert Pittenger
Paul Ryan,Doug Collins
Paul Ryan,Adam Kinzinger
Paul Ryan,Barbara Comstock
Paul Ryan,Mike Kelly
Paul Ryan,David McKinley
Paul Ryan,Carlos Curbelo
Paul Ryan,Tom Reed
Paul Ryan,Mike Bishop
Paul Ryan,Dan Newhouse
Paul Ryan,Mia Love
Paul Ryan,Tom Emmer
Paul Ryan,Larry Bucshon
Paul Ryan,Todd Young
Paul Ryan,Keith Rothfus
Paul Ryan,Darrell Issa
Paul Ryan,Robert Aderholt
Paul Ryan,Martha Roby
Paul Ryan,Ken Buck
Paul Ryan,Mo Brooks
Paul Ryan,John Ratcliffe
Paul Ryan,Bradley Byrne
Paul Ryan,Trey Gowdy
Paul Ryan,Harold Rogers
Paul Ryan,Steve Stivers
Paul Ryan,James Renacci
Paul Ryan,Bob Gibbs
Paul Ryan,Bill Johnson
Paul Ryan,Will Hurd
Paul Ryan,Robert Latta
Paul Ryan,Michael Burgess
Paul Ryan,Gregg Harper
Paul Ryan,John Shimkus
Paul Ryan,Tom Cole
Paul Ryan,Peter Roskam
Paul Ryan,Michael McCaul
Paul Ryan,K. Conaway
Paul Ryan,Mac Thornberry
Paul Ryan,Edward Royce
Paul Ryan,David Roe
Paul Ryan,Garland Barr
Paul Ryan,Kevin Yoder
Paul Ryan,Evan Jenkins
Paul Ryan,Ileana Ros-Lehtinen
Paul Ryan,Jeb Hensarling
Paul Ryan,Sam Johnson
Paul Ryan,Lynn Jenkins
Paul Ryan,Patrick McHenry
Paul Ryan,Kevin McCarthy
Paul Ryan,Steve Scalise
Paul Ryan,Cathy McMorris Rodgers
Tim Ryan,Jaime Herrera Beutler
Tim Ryan,Evan Jenkins
Tim Ryan,Ro Khanna
Tim Ryan,Dwight Evans
Tim Ryan,Jimmy Gomez
Tim Ryan,Kamala Harris
Tim Ryan,Michael Capuano
Tim Ryan,Steve Daines
Tim Ryan,John Lewis
Tim Ryan,Tammy Duckworth
Tim Ryan,Donald Beyer
Tim Ryan,James Langevin
Tim Ryan,Tim Walberg
Tim Ryan,Adam Kinzinger
Tim Ryan,Denny Heck
Tim Ryan,David Price
Tim Ryan,Erik Paulsen
Tim Ryan,Tom Graves
Tim Ryan,Kevin Yoder
Tim Ryan,Robert Wittman
Tim Ryan,John Shimkus
Tim Ryan,Mark Meadows
Tim Ryan,Steve Scalise
Tim Ryan,Julia Brownley
Tim Ryan,Marc Veasey
Tim Ryan,Katherine Clark
Tim Ryan,Brad Wenstrup
Tim Ryan,Brett Guthrie
Tim Ryan,Larry Bucshon
Tim Ryan,Ted Lieu
Tim Ryan,Debbie Dingell
Tim Ryan,Bruce Poliquin
Tim Ryan,Justin Amash
Tim Ryan,Robert Brady
Tim Ryan,Glenn Thompson
Tim Ryan,H. Griffith
Tim Ryan,Sean Maloney
Tim Ryan,Paul Tonko
Tim Ryan,Maxine Waters
Tim Ryan,Ron Kind
Tim Ryan,James Himes
Tim Ryan,Richard Burr
Tim Ryan,John Isakson
Tim Ryan,Pat Roberts
Tim Ryan,James Risch
Tim Ryan,Michael Crapo
Tim Ryan,Angus King
Tim Ryan,Ben Luján
Tim Ryan,Janice Schakowsky
Tim Ryan,Ed Perlmutter
Tim Ryan,Henry Johnson
Tim Ryan,Chellie Pingree
Tim Ryan,Bob Gibbs
Tim Ryan,Robin Kelly
Tim Ryan,Theodore Deutch
Tim Ryan,Dean Heller
Tim Ryan,Frank Pallone
Tim Ryan,Albio Sires
Tim Ryan,Daniel Kildee
Tim Ryan,Joyce Beatty
Tim Ryan,Jared Polis
Tim Ryan,Peter Welch
Tim Ryan,Donald Payne
Tim Ryan,Peter Visclosky
Tim Ryan,Lucille Roybal-Allard
Tim Ryan,Elijah Cummings
Tim Ryan,Henry Cuellar
Tim Ryan,Al Green
Tim Ryan,Frederica Wilson
Tim Ryan,Brad Sherman
Tim Ryan,Joe Courtney
Tim Ryan,Rosa DeLauro
Tim Ryan,Todd Rokita
Tim Ryan,Colleen Hanabusa
Tim Ryan,Emanuel Cleaver
Tim Ryan,David Scott
Tim Ryan,Sanford Bishop
Tim Ryan,Robert Scott
Tim Ryan,Eliot Engel
Tim Ryan,Marco Rubio
Tim Ryan,Zoe Lofgren
Tim Ryan,Grace Napolitano
Tim Ryan,Anna Eshoo
Tim Ryan,Judy Chu
Tim Ryan,Darrell Issa
Tim Ryan,Jackie Speier
Tim Ryan,Eddie Johnson
Tim Ryan,Ann Kuster
Tim Ryan,Doris Matsui
Tim Ryan,Jerry McNerney
Tim Ryan,José Serrano
Tim Ryan,Mike Thompson
Tim Ryan,Nydia Velázquez
Tim Ryan,Kevin McCarthy
Tim Ryan,Jared Huffman
Tim Ryan,Michael Turner
Tim Ryan,Tony Cárdenas
Tim Ryan,Matthew Cartwright
Tim Ryan,Nita Lowey
Tim Ryan,Barbara Lee
Tim Ryan,Tulsi Gabbard
Tim Ryan,David Joyce
Tim Ryan,Debbie Wasserman Schultz
Tim Ryan,Carol Shea-Porter
Tim Ryan,David Schweikert
Tim Ryan,Elizabeth Esty
Tim Ryan,Sean Duffy
Tim Ryan,Scott Tipton
Tim Ryan,Eric Swalwell
Tim Ryan,Alan Lowenthal
Tim Ryan,Richard Nolan
Tim Ryan,Jeff Denham
Tim Ryan,Hakeem Jeffries
Tim Ryan,James Lankford
Tim Ryan,Ted Cruz
Tim Ryan,Stevan Pearce
Tim Ryan,Cheri Bustos
Tim Ryan,Bill Huizenga
Tim Ryan,Gregory Meeks
Tim Ryan,Martha Roby
Tim Ryan,Vicky Hartzler
Tim Ryan,Mark Takano
Tim Ryan,Fred Upton
Tim Ryan,Grace Meng
Tim Ryan,Kristi Noem
Tim Ryan,Lamar Smith
Tim Ryan,Suzanne Bonamici
Tim Ryan,Joe Barton
Tim Ryan,Bill Flores
Tim Ryan,Kay Granger
Tim Ryan,Heidi Heitkamp
Tim Ryan,David McKinley
Tim Ryan,John Hoeven
Tim Ryan,Tim Scott
Tim Ryan,John Thune
Tim Ryan,Ron Wyden
Tim Ryan,Lou Barletta
Tim Ryan,Orrin Hatch
Tim Ryan,Michael Enzi
Tim Ryan,Deb Fischer
Tim Ryan,Ron Johnson
Tim Ryan,Mitch McConnell
Tim Ryan,Richard Shelby
Tim Ryan,Debbie Stabenow
Tim Ryan,Steve Cohen
Tim Ryan,Yvette Clarke
Tim Ryan,Carolyn Maloney
Tim Ryan,Jerry Moran
Tim Ryan,Kyrsten Sinema
Tim Ryan,Bob Corker
Tim Ryan,Richard Neal
Tim Ryan,John Reed
Tim Ryan,Jim Cooper
Tim Ryan,Lamar Alexander
Tim Ryan,Joseph Kennedy
Tim Ryan,Joe Manchin
Tim Ryan,Dianne Feinstein
Tim Ryan,Jeff Merkley
Tim Ryan,Patrick Leahy
Tim Ryan,Patty Murray
Tim Ryan,Richard Blumenthal
Tim Ryan,Elizabeth Warren
Tim Ryan,Lindsey Graham
Tim Ryan,Bobby Rush
Tim Ryan,Tom Reed
Tim Ryan,Niki Tsongas
Tim Ryan,Kirsten Gillibrand
Tim Ryan,Bernard Sanders
Tim Ryan,Joe Donnelly
Tim Ryan,Jeanne Shaheen
Tim Ryan,Gerald Connolly
Tim Ryan,Peter DeFazio
Tim Ryan,John Yarmuth
Tim Ryan,William Keating
Tim Ryan,Thomas Rooney
Tim Ryan,Terri Sewell
Tim Ryan,Sheila Jackson Lee
Tim Ryan,Jeb Hensarling
Tim Ryan,Eleanor Norton
Tim Ryan,Steve Chabot
Tim Ryan,Marcy Kaptur
Tim Ryan,Richard Durbin
Tim Ryan,Lloyd Doggett
Tim Ryan,Cedric Richmond
Tim Ryan,Patrick McHenry
Tim Ryan,Gwen Moore
Tim Ryan,Mark Warner
Tim Ryan,Paul Ryan
Tim Ryan,Steve Stivers
Tim Ryan,Christopher Murphy
Tim Ryan,Patrick Toomey
Tim Ryan,Sheldon Whitehouse
Tim Ryan,Charles Schumer
Tim Ryan,Timothy Kaine
Tim Ryan,James Renacci
Tim Ryan,Bill Pascrell
Tim Ryan,Karen Bass
Tim Ryan,Mike Quigley
Tim Ryan,Diana DeGette
Tim Ryan,André Carson
Tim Ryan,Chris Van Hollen
Tim Ryan,Mazie Hirono
Tim Ryan,John Garamendi
Tim Ryan,Adam Smith
Tim Ryan,Jerrold Nadler
Tim Ryan,Louise Slaughter
Tim Ryan,Bill Johnson
Tim Ryan,Randy Hultgren
Tim Ryan,Adam Schiff
Tim Ryan,Linda Sánchez
Tim Ryan,Raúl Grijalva
Tim Ryan,Bill Shuster
Tim Ryan,Robert Casey
Tim Ryan,Kurt Schrader
Tim Ryan,Sander Levin
Tim Ryan,Marcia Fudge
Tim Ryan,Michael Doyle
Tim Ryan,John Larson
Tim Ryan,Joseph Crowley
Tim Ryan,Brian Higgins
Tim Ryan,Robert Portman
Tim Ryan,James Clyburn
Tim Ryan,Nancy Pelosi
Tim Ryan,Steny Hoyer
Tim Ryan,Sherrod Brown
Tim Ryan,Ileana Ros-Lehtinen
Tim Ryan,Robert Menéndez
Tim Ryan,Cathy McMorris Rodgers
Tim Ryan,Claire McCaskill
Tim Ryan,John McCain
Tim Ryan,Robert Latta
Tim Ryan,Jim Jordan
Tim Ryan,Charles Grassley
Tim Ryan,Virginia Foxx
Tim Ryan,Jeff Flake
Tim Ryan,John Cornyn
Tim Ryan,Susan Collins
Tim Ryan,John Carter
Tim Ryan,Michael Burgess
Tim Ryan,John Boozman
Tim Ryan,Earl Blumenauer
Tim Ryan,Keith Ellison
John Sarbanes,Nancy Pelosi
John Sarbanes,John Delaney
John Sarbanes,Elijah Cummings
John Sarbanes,Jerrold Nadler
John Sarbanes,Derek Kilmer
John Sarbanes,Eric Swalwell
John Sarbanes,Diana DeGette
John Sarbanes,Ed Perlmutter
John Sarbanes,C. Ruppersberger
John Sarbanes,Steny Hoyer
John Sarbanes,Chris Van Hollen
John Sarbanes,Benjamin Cardin
Steve Scalise,Neal Dunn
Steve Scalise,Scott Taylor
Steve Scalise,Karen Handel
Steve Scalise,Ralph Norman
Steve Scalise,Ron Estes
Steve Scalise,Clay Higgins
Steve Scalise,H. Griffith
Steve Scalise,Mike Johnson
Steve Scalise,Mike Bost
Steve Scalise,Joseph Kennedy
Steve Scalise,John Kennedy
Steve Scalise,Matt Gaetz
Steve Scalise,Jim Banks
Steve Scalise,Roger Marshall
Steve Scalise,Liz Cheney
Steve Scalise,Thomas Garrett
Steve Scalise,David Kustoff
Steve Scalise,Ted Budd
Steve Scalise,Claudia Tenney
Steve Scalise,Don Bacon
Steve Scalise,Jack Bergman
Steve Scalise,Andy Biggs
Steve Scalise,A. Ferguson
Steve Scalise,Brian Fitzpatrick
Steve Scalise,Mike Gallagher
Steve Scalise,Trey Hollingsworth
Steve Scalise,Jason Lewis
Steve Scalise,Brian Mast
Steve Scalise,Paul Mitchell
Steve Scalise,Francis Rooney
Steve Scalise,Lloyd Smucker
Steve Scalise,John Faso
Steve Scalise,Jodey Arrington
Steve Scalise,Marshall Sanford
Steve Scalise,Ken Calvert
Steve Scalise,Deb Fischer
Steve Scalise,Benjamin Sasse
Steve Scalise,Joni Ernst
Steve Scalise,David Young
Steve Scalise,Glenn Grothman
Steve Scalise,Trent Kelly
Steve Scalise,Mike Coffman
Steve Scalise,John Carter
Steve Scalise,Patrick Toomey
Steve Scalise,Gary Palmer
Steve Scalise,Darin LaHood
Steve Scalise,Ileana Ros-Lehtinen
Steve Scalise,Mike Rounds
Steve Scalise,Marcia Fudge
Steve Scalise,Will Hurd
Steve Scalise,Diana DeGette
Steve Scalise,Rodney Frelinghuysen
Steve Scalise,Buddy Carter
Steve Scalise,Adam Kinzinger
Steve Scalise,David Brat
Steve Scalise,Jody Hice
Steve Scalise,Joyce Beatty
Steve Scalise,Karen Bass
Steve Scalise,Garret Graves
Steve Scalise,Lee Zeldin
Steve Scalise,Mia Love
Steve Scalise,Steve Russell
Steve Scalise,Brian Babin
Steve Scalise,Carlos Curbelo
Steve Scalise,David Rouzer
Steve Scalise,Ken Buck
Steve Scalise,Mark Walker
Steve Scalise,Martha McSally
Steve Scalise,Ryan Costello
Steve Scalise,Bruce Westerman
Steve Scalise,Mimi Walters
Steve Scalise,Dave Trott
Steve Scalise,Elise Stefanik
Steve Scalise,John Ratcliffe
Steve Scalise,Dan Newhouse
Steve Scalise,John Moolenaar
Steve Scalise,Tom MacArthur
Steve Scalise,Evan Jenkins
Steve Scalise,French Hill
Steve Scalise,Tom Emmer
Steve Scalise,Barbara Comstock
Steve Scalise,Rod Blum
Steve Scalise,Mike Bishop
Steve Scalise,Rick Allen
Steve Scalise,Ralph Abraham
Steve Scalise,Alex Mooney
Steve Scalise,Bruce Poliquin
Steve Scalise,Bill Pascrell
Steve Scalise,Rob Woodall
Steve Scalise,Mario Diaz-Balart
Steve Scalise,Michael Simpson
Steve Scalise,Tim Scott
Steve Scalise,Sam Graves
Steve Scalise,Don Young
Steve Scalise,Frank LoBiondo
Steve Scalise,F. Sensenbrenner
Steve Scalise,Brett Guthrie
Steve Scalise,Erik Paulsen
Steve Scalise,Bradley Byrne
Steve Scalise,Paul Ryan
Steve Scalise,Janice Schakowsky
Steve Scalise,Lou Barletta
Steve Scalise,Jim Costa
Steve Scalise,Harold Rogers
Steve Scalise,Bob Corker
Steve Scalise,David Reichert
Steve Scalise,Glenn Thompson
Steve Scalise,Raúl Grijalva
Steve Scalise,Paul Cook
Steve Scalise,Robert Portman
Steve Scalise,Mike Lee
Steve Scalise,Tim Ryan
Steve Scalise,Richard Hudson
Steve Scalise,Dean Heller
Steve Scalise,Robert Wittman
Steve Scalise,Shelley Capito
Steve Scalise,Kyrsten Sinema
Steve Scalise,Tom Marino
Steve Scalise,Patrick Meehan
Steve Scalise,Yvette Clarke
Steve Scalise,Ted Cruz
Steve Scalise,John Cornyn
Steve Scalise,Blaine Luetkemeyer
Steve Scalise,Roger Williams
Steve Scalise,Randy Weber
Steve Scalise,Jason Smith
Steve Scalise,Adrian Smith
Steve Scalise,David Schweikert
Steve Scalise,Robert Pittenger
Steve Scalise,Michael McCaul
Steve Scalise,Doug LaMalfa
Steve Scalise,Mike Kelly
Steve Scalise,Sam Johnson
Steve Scalise,Bill Johnson
Steve Scalise,Lynn Jenkins
Steve Scalise,Duncan Hunter
Steve Scalise,Randy Hultgren
Steve Scalise,Bill Huizenga
Steve Scalise,Jaime Herrera Beutler
Steve Scalise,Vicky Hartzler
Steve Scalise,Andy Harris
Steve Scalise,Jeff Fortenberry
Steve Scalise,Bill Flores
Steve Scalise,Jeff Duncan
Steve Scalise,Scott DesJarlais
Steve Scalise,Ron DeSantis
Steve Scalise,Rodney Davis
Steve Scalise,Doug Collins
Steve Scalise,Tom Cole
